Distancia (km),Quantidade transportada (ton),Custo combustivel (R$/L),"Tipo transporte (Caminhao = 1, Ferrovia = 0)",Funcionarios envolvidos,"Regiao (1 = Sul, 2 = Sudeste, 3 = Norte)",Custo logistico (R$)
1678,156,4.342796624649505,1,24,3,76828.10045327888
1851,137,4.157961198732464,1,14,3,79481.85445078628
893,178,5.386594937102984,1,16,1,55048.1530783992
911,956,5.569446830358716,1,5,3,100220.61192047756
1434,936,5.65290730490996,1,8,2,102235.92577368066
1330,390,5.8275300066075975,1,8,3,83241.65623627165
182,53,5.759859127276747,1,13,3,34529.387915745065
1349,376,5.9994825445161855,1,19,2,69344.77644152514
1849,459,4.488128021934503,0,19,2,82333.69416187322
1756,928,5.526615230424421,1,11,3,125062.46538855172
1021,355,5.1729190247495955,0,16,2,58432.237515200126
562,957,4.522490264907165,1,7,1,88217.69848587582
362,656,5.963810644573885,0,24,2,52155.35754792877
625,770,5.795796209548504,1,13,1,70817.74080082998
935,274,4.257031336888232,0,18,2,56485.329761967194
1357,397,4.05231668464684,0,17,1,62108.08958867662
1194,370,5.376661524665353,1,16,1,69388.0125054436
1180,608,5.208261257713071,0,5,3,77701.54802537152
736,230,5.871631248222291,1,23,2,56108.13421415572
1277,667,4.46801057432074,1,20,2,85905.74238692404
214,760,4.168775895789974,0,16,2,53407.809130332724
354,435,4.5184306675439725,1,14,1,46574.698039253846
1570,667,4.037855281022927,0,6,3,80655.29341601083
1705,841,4.071785502377865,0,22,2,99130.49287940699
1629,821,5.829715611841519,1,17,3,102363.41590594577
1897,157,4.704033165003756,1,10,3,80814.72186642713
205,580,4.8216180020193615,1,16,1,45152.81844185152
1440,459,4.036743309076209,1,8,2,86837.49617131136
1792,345,4.541043560343693,1,5,3,91282.34149424979
1975,867,5.609451967482862,0,15,2,118597.83535387245
669,220,5.230981919333439,0,12,2,34276.66549066207
1324,380,5.50756120217283,1,6,2,76690.15918466754
1006,542,4.89442748158757,1,6,3,70812.34671516519
1989,244,4.61945844350266,1,20,1,85021.81911246327
1955,61,4.965620186656741,0,5,1,64685.47664615675
383,244,4.646142136811502,0,8,3,42681.308333495756
1715,539,5.6779421933481355,0,10,2,88058.42185922686
1018,844,4.595347431185692,1,24,2,90798.85977607951
560,930,5.3195272809061676,1,18,1,85154.81201726568
1366,231,4.273964444619056,0,24,3,66431.95830930701
1093,866,5.37373298746982,1,19,3,96396.45156160727
331,705,5.826599423200068,1,11,1,64569.26960813231
846,947,5.217166309279817,0,11,3,80909.79022765018
1074,365,5.119710760068955,0,22,3,76158.05443521104
168,743,5.922236536043281,1,6,1,63851.182386343615
1108,79,5.2547931106316925,0,24,1,42184.43315847203
247,645,4.519100866546165,1,19,3,63615.76285447868
534,727,4.584782047695481,0,5,3,63906.84343442609
1830,845,5.410613285071855,0,21,1,105370.8548262486
1132,842,5.470873187784372,1,24,1,95769.36344497358
886,145,4.60699246357803,1,17,2,47771.317852442546
1234,430,4.690687955852661,0,16,3,66290.05512956176
1058,827,5.982113017478174,1,19,3,102274.51382886854
740,493,4.203905099160555,0,9,1,52872.04704354967
1279,347,4.809290056880199,1,11,1,67723.3925058155
1085,857,4.124895062395015,0,12,2,81961.53958722766
539,786,5.642156723996482,0,18,2,61420.185764326765
325,894,4.184691677890864,0,8,1,63830.977397991024
742,410,5.348014712925423,1,18,3,60429.81367021051
291,423,4.112966848006964,0,14,2,37557.155668327854
1289,603,5.345710075619382,0,20,1,72180.26162716292
1324,352,5.686073893855406,0,15,1,74702.57678685835
1884,470,4.797643053848114,0,18,1,89364.91635470788
175,295,5.044252986864354,1,18,3,43270.098139626134
266,769,4.803083476010565,1,6,1,64920.678690017085
1379,286,4.600977517265278,0,17,1,59697.38779029647
1870,583,5.606526801254256,0,7,3,102359.6039199959
1258,234,4.544005147461979,1,22,1,65573.5965705913
1112,517,5.445886848778894,0,8,1,73596.97075399078
1296,803,4.412394158510405,1,23,2,95912.17493902206
1257,412,4.499707592156659,0,20,1,68137.25571653241
544,332,4.672922325154424,1,8,3,52890.572626913985
476,602,5.1783127547875765,0,23,2,54607.38226866129
1251,385,4.908844638319082,1,19,1,64784.334249728876
968,211,5.490289619655641,1,5,3,53919.14492532262
1501,209,4.427134600672384,1,20,1,79243.34327865207
1367,523,4.021344575697668,0,19,2,68626.57707893963
1925,650,5.55311494357044,1,20,3,115486.70981340084
200,371,5.643298667760145,1,24,2,56771.54538010083
433,61,4.118960326216779,0,5,3,27364.533728861745
1711,473,5.221815044316793,0,21,3,96324.64683271467
1886,122,4.756413567746156,0,9,1,71418.77038148983
357,637,5.587791310389034,0,9,3,53568.18216519128
1409,907,5.7488291083929575,1,11,3,109467.64038876671
795,250,5.702007533594498,0,17,1,42014.11496765022
941,571,5.554408494701704,0,16,3,66116.66057710757
424,913,4.538104457484326,0,8,3,64813.24813640785
1081,554,5.623779287136633,0,8,3,71857.87718286086
1414,787,5.066956951812585,0,10,3,102305.40428543961
178,737,4.105513229664181,0,19,1,55265.11975865958
1064,837,4.9138776997964975,0,23,1,81551.31463219177
1849,88,5.884315834059986,1,10,2,80883.20638781546
718,109,5.775718699471105,1,16,3,47050.891046670615
1425,627,4.204528561994232,1,18,1,97109.56619463101
1431,370,5.4882533714287405,1,22,3,74212.63707899603
566,484,5.6115857319164695,1,16,1,67238.75825442755
1568,685,4.54277637647353,0,19,2,86735.14724230912
135,725,4.943217141482185,0,23,3,49151.36236210249
1248,457,5.421975882927366,0,12,2,62087.37775462994
1875,972,4.878082977642296,0,13,2,113362.7980176632
1266,435,4.225593837733154,1,9,2,73338.48396409192
360,720,5.411764889363443,1,9,1,68223.31284221222
1192,618,5.823277379470607,0,10,3,79947.29638132436
1291,127,5.304969456812315,0,7,1,46964.22301278151
476,243,5.547601497138068,1,9,1,37719.03939327691
1487,334,4.716725071315657,1,5,3,76958.49775776888
163,576,4.36639649025327,1,15,3,48644.94498875995
1218,573,5.285547323236585,0,24,3,74835.02882587106
1611,662,4.655542411682438,0,5,3,86054.17582596868
1721,205,5.720147037979586,1,11,1,83681.42811624307
352,389,4.245256099956013,1,19,3,47540.88663364193
793,174,4.866927399466247,0,21,3,45901.9723244573
1954,920,4.793455200936772,0,12,3,117136.31942996618
637,329,5.87610770710786,0,6,2,33832.490364618236
1036,966,4.3062696012088075,0,17,3,92800.37555517805
1913,955,4.019693650024022,1,16,3,116215.44727851145
394,671,4.476170425614235,1,9,1,56338.88186089
863,895,5.6405537195373086,1,17,2,92497.10790409522
850,918,4.418643632094034,0,10,1,77233.50585458368
1074,707,4.481756127410965,0,19,2,74008.66917315977
1220,777,4.259797609073622,0,15,1,72165.00951570156
1360,959,5.430872406553081,1,8,1,109088.62930595128
1727,723,4.138348381010834,1,5,3,108699.67013330551
1126,177,4.662416604657043,1,19,3,58578.8992677501
1377,363,4.564997453241929,0,16,2,62534.79700848536
1142,381,5.110319459580309,0,13,2,66299.57416049908
410,199,5.460832530039471,1,15,2,41982.43755693338
1675,503,5.065752869393495,0,9,3,78031.38020209662
1293,85,5.862051985950135,1,11,1,55419.036860920314
1059,734,5.902885277774664,1,12,2,96407.89892571545
753,469,4.722930656997031,1,5,3,69912.65414816266
624,71,5.5553607525497855,1,5,3,41550.53675240057
1658,255,5.477602766536379,0,7,1,68040.65597546622
1234,688,5.785929183409655,0,12,1,66636.06004382519
1754,897,4.8958872804154066,0,15,3,113951.06587530649
1162,405,5.060946374395584,0,5,1,57883.379468269566
737,489,4.831548627163148,0,18,1,48732.43357865398
830,778,5.700753838599411,0,5,3,76900.24115265203
634,145,4.4594046307242685,1,10,2,40349.93410689232
1830,978,4.47941815648489,0,10,2,101924.87944494432
638,990,4.74521020715416,0,7,3,79761.65233059919
1232,213,4.460685664204703,0,14,2,47663.031504275
538,197,5.1220136728298415,1,16,3,45857.03263863862
1020,579,4.268980212991004,0,14,3,70672.53446522632
1397,343,4.640372438808111,1,6,1,72590.98539629068
1683,244,5.82688939695118,0,17,2,69936.60872459594
1454,712,4.818450960383592,0,20,3,97383.84375922759
1175,529,5.496467432987019,0,17,2,77974.7268843422
543,926,4.226924383413148,1,8,2,74915.75994302421
1717,172,4.4951290162835695,1,8,2,74183.78158950136
1687,449,5.614691242400737,0,15,3,80668.00846973943
68,748,5.525985872579389,0,18,1,45845.79780730009
1527,501,4.772311837187642,0,7,2,77536.24272999854
1555,710,5.908793804066948,1,23,3,111989.81018274931
1667,153,5.821286031669091,1,5,2,74142.98271191106
446,804,5.9246014982244795,0,9,1,54290.97342404486
1050,511,4.855829380375571,1,21,2,72637.83625484235
1352,792,4.394947167371366,1,5,3,100724.37475829723
900,767,5.253317278182682,1,23,2,82991.03559012515
1438,759,5.369546316558397,1,23,2,101642.79681419143
1404,445,4.25088356890104,0,8,2,70074.56694822121
1714,961,5.572966068591812,0,23,1,110180.47226133641
1417,386,4.036120439519921,1,10,2,78386.73314875457
871,648,4.965456774953567,1,19,3,72830.71210944525
504,191,4.66203251898979,1,8,2,40066.745314197935
1674,366,5.480606119798168,0,5,2,86817.33238165434
774,760,4.625521454843632,0,21,2,75813.88446637538
1728,607,5.653614225562066,1,15,1,92708.46740506912
1138,849,5.189906977561622,1,21,3,106176.91643708563
1149,576,5.587786723524144,1,5,2,81249.40644735802
760,605,5.978681275679247,1,13,3,70897.42242558562
192,450,5.358316691487113,0,18,3,37331.24930785889
966,730,5.969900632723288,0,19,1,72649.0621611802
1988,359,4.057672653843411,0,5,3,91539.15756195725
877,544,4.676279976967617,0,6,2,61398.28395886915
654,605,4.215706529124619,0,22,1,57844.86568218127
1546,659,4.524609862768879,0,22,1,91848.95508257412
1490,822,5.677775798251549,1,10,3,103643.43740641345
354,158,4.064646530652181,1,24,1,36464.48100132426
785,844,5.040365871464788,0,12,3,77664.5629285501
1570,421,5.134257415064746,0,5,3,77890.77100638257
340,904,5.122302293343912,0,19,1,64356.16430048411
151,665,4.950594147646512,1,14,2,52199.26027845462
1340,817,5.581205929539511,1,8,3,105540.59528108379
916,940,4.267086179011102,1,14,1,87244.26730856892
1017,255,4.621154031101574,1,15,1,61343.85280733439
1695,896,5.2314521068903455,0,9,3,106217.67800377145
1023,92,5.381902732535911,1,13,3,51847.88727434479
891,914,4.808296863554112,0,9,3,89846.4542147901
1011,294,5.7507425266544665,1,15,3,73988.18789888898
991,336,4.830986793391829,1,7,2,59041.32324132914
1850,404,4.805552268696666,1,8,2,96899.24924109205
1076,834,4.0724145229747695,1,14,2,90803.51498861366
134,525,5.102282672389467,0,11,2,34551.98468114386
1867,132,5.41736167702381,0,5,1,69661.22940089839
377,159,4.228876327033696,0,10,3,32543.39373662266
865,999,4.610865532175742,0,12,1,82210.84730125283
1523,239,5.562513907565704,0,21,1,62703.76584860384
503,849,4.731838870827151,0,11,2,71653.03640213769
1997,985,4.48320492408008,0,5,1,120728.59145365685
678,958,5.344401327130225,1,13,2,82797.74355301762
1294,300,4.393517555343311,0,15,3,63971.19851193863
1227,773,5.791305839166354,1,23,2,86760.82582230675
714,340,4.211196792052282,0,6,3,51302.30858257255
61,694,5.413099604565653,1,15,2,61374.05044902405
1206,250,4.99909740257275,0,7,1,55827.27086293451
353,846,5.739859124793988,1,21,1,64682.98972541945
1366,375,4.252390182052473,0,14,2,75332.67844921903
1024,560,5.355789836992176,0,7,3,78249.97637889939
1373,458,5.144109278362762,0,7,3,71202.67440638719
1813,656,4.960180284480093,0,11,2,96997.39476267116
832,839,4.9828145268653365,1,6,1,86084.77534053313
92,990,5.4439539235970615,0,5,3,65418.86501035042
993,886,5.875483309869644,0,11,2,82368.71392738036
392,557,4.182503318238096,1,24,3,69090.62155672415
1399,780,4.03900529522104,0,15,1,78663.02498057998
1887,650,5.6114095849624075,1,10,3,101153.25119299257
547,121,4.216338775101518,1,8,2,39289.74563919586
413,296,5.973393592160848,0,23,3,47194.51083230002
940,690,5.238696497917674,0,23,3,79417.81427066904
476,773,5.301732790508281,1,18,1,61914.22961568878
1054,989,4.397783405876035,0,7,1,100186.14077505414
70,904,4.480624620593349,1,8,1,65112.02879376965
456,657,5.3187006061985,0,12,1,46628.25278348464
668,636,5.8194536758683935,0,22,2,60489.12050751142
1064,984,5.964781109035133,1,8,3,105738.11651324185
385,615,4.396061893262187,0,15,3,58260.40780154075
1888,393,4.26823924541958,0,20,3,86094.23876322314
1190,974,4.112802715521581,0,7,3,95767.22379959686
1197,103,5.736594036322655,1,11,2,58404.387798475385
448,779,4.589429693712938,0,6,1,56955.45971110047
842,577,4.003624067738503,1,5,3,76235.751925502
1877,660,4.4476361721128574,0,5,3,105237.39107492038
764,581,4.680882160198837,1,10,1,61623.12573115376
100,607,5.981972338993371,0,23,1,39477.04894391248
1856,242,5.047083187714163,0,11,3,74393.85778291187
373,944,4.409427895190203,1,9,1,68454.69127804552
838,107,4.669636689426902,0,22,3,35729.60792878454
190,486,4.660615375113757,1,17,3,50155.06259605759
519,160,4.039451492926351,0,5,3,26726.925891491806
836,178,4.27036610834286,1,14,3,47982.85563603425
1875,898,5.390392919406422,0,13,3,110248.43449169383
1407,755,4.24050197314147,1,21,3,95283.01290144713
1966,974,4.461468553212238,0,5,1,114953.70584193968
1013,901,4.701474596808618,1,5,2,89895.00822836805
1057,375,5.515469889004588,1,11,2,62345.159749994156
422,57,5.16480192973588,0,8,3,36521.00295833148
1637,78,5.377999969977137,1,16,1,58635.20953981773
543,161,5.134024650840344,1,20,3,49188.535573203575
1612,996,5.3671848504437385,0,18,1,106374.09814996214
1742,722,4.005684307327945,0,14,3,95339.11650026341
800,180,5.861796288742859,0,18,3,39192.32676843399
1229,237,4.221840461749613,0,11,2,64573.018562048244
340,724,4.81249819195381,0,8,1,62225.72266800248
1721,758,5.542076740489709,0,6,1,93436.98722333711
1217,524,4.870461436018848,1,22,2,79154.05297782904
155,413,5.893685103335032,1,20,2,49890.57333139089
1493,253,4.9351778969975335,1,13,2,73977.57643896074
719,261,5.749878811205343,0,9,2,45312.212533369835
1731,670,5.621656226724542,0,13,1,94330.90374152924
51,325,5.961972605597366,1,12,1,34147.610134733826
638,122,5.85309556150195,1,24,2,45392.04245860314
693,728,5.796247669425758,0,20,3,69936.0929122368
139,821,5.463208681038937,1,24,3,60908.68535565534
1418,292,4.733996294536442,0,22,3,64308.337242977585
399,836,4.212250837129805,0,8,3,63804.93172428658
1532,151,5.37729010452878,1,20,1,67927.24882369877
1336,734,5.95730816267593,0,8,1,96445.41713592206
1424,220,5.453208874663738,0,10,1,60109.496934872266
1181,702,5.857458738554671,0,7,3,71467.75416903463
1659,958,5.608609425911034,0,22,2,92604.58312261559
1112,237,4.3262293502333575,1,19,3,69378.4153533131
958,490,4.498407541182575,0,12,1,59395.51917701869
208,135,4.683731203524701,0,22,3,30735.268247352116
1656,525,4.3365208886760085,1,7,2,89578.26323012814
1008,101,5.163302665346014,0,10,2,42268.70723298345
361,160,5.950901048269903,0,19,3,31101.51735875953
1314,998,5.522917666872317,1,16,1,104906.15645093599
494,926,4.846773498134924,1,9,1,75254.67771189113
347,903,4.0090089619605775,0,11,1,64292.4982379113
1001,92,4.626552022276357,0,19,3,40674.37833787547
85,260,5.05351857538443,1,11,1,33855.163405377985
1157,249,4.648501747703941,0,17,3,66326.79208892252
1525,859,4.222069846047719,0,7,1,101786.7255920226
1959,907,4.885529913723789,0,17,2,103233.3799781237
1848,801,4.506505633931432,1,7,2,109994.3461838793
1895,676,5.818464752923003,0,6,1,97612.09130692223
1458,75,4.203509057002032,1,8,3,72781.2290243417
1245,968,4.098305257449421,1,21,1,102948.64254830273
1449,348,4.010628338309724,1,10,3,86274.16493801256
1758,126,4.656139368971315,1,15,2,73521.1685254655
1435,973,5.320773676401777,0,10,3,103009.37120519922
608,186,5.460827505763586,1,6,1,44645.240033275964
940,69,4.906523366763446,0,21,2,46769.979860139705
190,489,5.368657300910534,1,7,3,54077.107668748526
936,260,4.719828072430727,1,16,3,64489.92123331638
1991,801,5.335612439973234,0,18,2,112494.45538439821
1191,600,4.081191970604747,1,6,1,74322.59178234945
1350,484,4.781505969134008,1,9,2,81133.4442838245
775,829,5.581699355266358,0,14,1,65866.31274623256
1293,256,5.606012060918003,1,14,1,64527.406025511926
1978,488,5.432297557751389,1,13,3,102887.42612648956
1099,828,4.408477241139729,1,17,1,78992.25283226697
570,715,4.494410237861267,0,14,1,57808.804169543146
1856,91,5.992177454529024,1,10,2,74311.99740940657
59,460,4.20675601440392,0,15,2,27092.85476096163
1033,572,4.361325397804819,0,8,1,65049.94710039966
427,855,4.260052511300265,0,18,3,63546.35614676507
1706,659,4.655309927367231,1,21,2,104265.1636620602
1710,476,4.420351670467847,1,24,3,92466.0634548038
731,324,4.995375919095544,1,6,2,54349.689216451196
633,497,4.95204141376024,1,14,2,74009.44257856318
201,951,5.803011238902606,0,7,1,62297.011573500495
769,991,4.069479894889563,0,11,2,75524.37888097443
1122,933,4.639759153335527,1,11,2,103927.04051015918
1227,791,5.19331578399418,1,5,3,103198.69945704984
908,418,5.209603523687928,0,12,2,58938.21024511236
1366,987,4.960252458028418,1,5,2,103400.34400524608
1653,269,5.631331081629267,1,12,3,88220.5672545866
99,626,4.125444342828917,1,18,1,47246.1609245487
713,916,5.630975531160272,1,18,1,90559.72236758361
580,281,4.989508480871407,1,6,2,47340.16033449886
1685,377,4.267521390154005,1,12,2,85336.18549961098
1133,492,5.771403827080955,0,23,3,72395.98867577112
1240,101,5.2984575590819265,0,14,1,55350.557984382256
1275,935,4.327091373648279,0,11,1,102104.63756378368
906,992,4.067299446798053,0,17,1,82648.72285224003
195,425,4.282219296665298,1,19,3,45092.743274734574
964,312,5.217595920360787,1,15,3,60525.44403040338
1749,316,4.358592470520097,0,18,3,70839.9236011518
1042,408,4.451526149750056,0,15,2,54355.57920698773
1512,366,4.050279451512628,0,6,1,69463.33796867945
291,373,5.4458613444772075,0,6,2,39976.188134802534
630,970,5.620728799518874,0,16,2,71291.6627315234
736,957,5.593696353544246,1,19,3,94562.50709904073
1634,715,4.255136302728569,1,21,1,96688.05819274108
532,919,5.806602254777519,0,18,2,66911.59568680676
1181,927,5.34455765894816,0,20,1,83104.53661712864
1299,701,5.795057244753729,1,12,2,98776.7294234971
722,988,4.894321009061327,1,21,3,99639.18221191395
680,612,4.8739097221673955,1,9,2,64691.39036498284
710,678,5.56907303736979,0,16,3,61538.832212137975
711,470,4.186595710953487,1,10,1,63036.15446368704
1505,95,5.041748073269772,0,22,2,67261.03002182185
854,870,5.672768471262451,0,9,2,84925.97973448569
1728,649,5.6603851261391425,1,10,3,102194.89321315922
468,769,5.9122657126847376,1,13,3,71828.39302456826
1037,938,5.396545187061093,1,19,1,88450.5648566295
1528,318,4.415541258879457,0,14,3,69366.08204382016
1233,650,4.040560629789161,1,21,1,86093.4393207157
1596,430,4.958831597254203,1,23,2,81410.53446482407
699,167,5.027407731245111,0,16,1,32708.765056773056
1018,615,4.480525168997863,1,13,1,77941.33472766614
639,165,4.249394894247207,1,19,1,35844.8246207572
1150,679,5.172416332381018,0,18,2,79181.50573767135
558,309,5.528511348048283,0,5,2,44556.22742010308
490,124,5.986308207180321,0,21,3,34843.3045723622
1327,529,5.5166052344210375,0,5,1,69034.34026929336
970,354,5.587264828511162,0,17,2,61153.61605156685
819,56,5.2329217564575945,1,12,1,50123.694495093936
1393,415,5.971845317940035,1,17,1,80814.86748578493
1876,683,5.27991277022914,0,20,1,97815.14849711917
312,572,5.720506572799408,1,6,2,52321.718037060535
1670,397,5.891569292481911,1,17,1,84562.40085639682
1731,487,5.859717001001122,0,22,1,88770.73481635931
1908,264,4.762830687566713,0,7,3,88768.34876512963
1627,478,4.1573241166285175,0,17,1,76413.77548523736
1447,840,4.343747405078494,1,23,3,105025.38034565658
686,547,4.118446610793215,0,17,1,50453.03232214963
1240,589,4.21079386965828,1,23,3,84901.33323208473
1826,796,4.369302491787395,1,8,2,105274.63316389457
508,416,4.682188633174803,1,23,2,56826.91428383147
1048,362,5.087079293150151,1,22,1,59942.97145681944
1353,587,5.423364118710172,0,10,3,76910.46425211885
749,970,4.421854672213024,1,23,2,89175.28418735407
351,103,5.3450448084762785,0,8,1,14582.318244641812
1604,590,5.4085181490048395,1,8,1,89254.93739314564
1653,516,5.117244673732379,0,11,3,79421.8346819439
1291,914,5.807235739597421,0,11,3,99931.67155633347
1175,213,4.221989627843621,0,20,1,59134.37175828698
603,831,4.354242915204839,1,20,3,75870.5702966199
337,383,4.85732964877897,1,9,3,62405.23818631747
1240,596,4.2534254704684775,1,19,2,80356.528822456
670,847,5.132592287448174,0,8,3,69699.9910890433
1055,397,4.796800933218849,1,17,1,70062.96835433689
85,322,4.569191589071837,1,23,3,42171.047775555744
793,769,4.339979626035275,1,11,1,75914.88650626298
1814,799,4.67067647669642,0,16,1,105776.55470756254
402,463,5.215918701664684,1,13,3,61111.52694815758
1749,549,5.151570421778823,1,21,3,100557.41051328048
1972,142,4.327248000420468,0,6,3,74273.11000080156
122,734,4.249839621481267,0,20,2,45432.206403854376
697,128,4.053353525217745,0,11,2,29235.439644215076
1426,671,4.024851187587864,0,22,3,82540.11806970333
1964,266,5.75962087143937,0,11,1,80922.4682277549
1143,996,4.09017771201078,0,5,3,92638.605474018
474,407,5.462442219746492,1,7,2,50780.194452375974
1048,667,5.743970192489914,1,15,2,80306.86399898048
757,556,4.196115697124915,0,19,3,57761.04942278796
1854,608,4.872602847666036,1,7,1,100930.56054803016
610,230,5.924605966348553,0,17,1,35841.73168260363
877,625,5.66827732104717,1,8,2,75188.9375985195
1715,295,4.97940806371571,0,12,2,71666.60089298917
1005,293,5.525142225583106,0,8,2,49008.50906356555
566,555,5.6667552488633275,1,22,1,61805.49997790566
477,471,4.696053926377439,1,11,2,58557.01192752959
1612,369,5.784305833739921,1,15,2,82659.19217533008
209,136,4.940946639354314,1,8,1,16403.68267830897
198,266,5.05561472711766,1,17,2,30630.439442591905
825,539,5.999415275643662,1,13,2,75370.9631856055
1303,568,5.686605932304323,1,13,3,92601.99304755895
1785,327,4.7235400115459605,1,23,2,91795.55891294466
1635,898,4.0206911929453995,0,7,3,105223.66498829189
116,771,5.25234814758779,1,16,2,65344.7153984589
1063,218,5.407826852256216,1,15,2,59278.11309342355
1885,379,5.301605380286759,0,24,3,87245.37792403104
430,699,5.935724702326426,0,15,2,52459.058133113285
107,490,5.725942054664289,0,21,3,37796.30000645826
1332,440,4.897663386361297,0,18,2,79690.12123738167
391,545,4.125714974944762,1,20,3,54909.734769799994
1911,430,4.952117539003994,1,14,3,92880.23738042342
1203,355,5.378488039924046,0,8,2,60361.07682996012
776,791,5.215419616454009,0,14,2,68838.29086475674
1245,869,5.0762741354217695,1,24,3,103068.0336582551
819,722,4.937637916030482,1,16,1,80703.16740880719
663,562,4.587523746054773,1,13,2,63711.11585724376
1282,797,4.5546935234492585,1,19,2,107021.2407055597
1876,998,5.000462957851604,0,13,1,118133.71668761072
403,237,4.321206292859298,1,11,1,35382.96865466629
1544,979,4.681370847149603,0,16,3,104815.24202484649
1871,565,4.647958549420199,0,24,2,95745.9938203883
165,962,5.174265603168402,0,18,3,59292.56460290239
1337,693,4.133364600726049,1,20,2,82503.20506710597
711,476,5.65933736053019,0,23,1,61906.562500120344
1885,551,5.124756760768804,1,7,3,97827.35426486598
1515,779,5.34165336155187,0,15,2,96832.9486847244
1621,309,5.406187807518865,1,24,2,86685.24050746277
502,562,4.582968273685073,0,23,1,45672.23453488185
1918,120,4.940743134769733,0,12,1,79009.89233740793
1550,527,5.912491911739334,1,24,2,92529.19175694996
336,227,5.53341047599363,1,12,1,38085.54670827405
1376,506,5.939113750446371,0,7,1,64558.27657971872
1066,238,5.492508690292577,0,14,3,43466.30804588414
360,340,4.351200279417035,1,17,2,44462.72719179524
257,569,4.129071767689353,0,13,3,52010.84817577765
667,814,5.155322873439327,1,10,1,66978.52773080094
495,969,4.715626559405219,1,19,2,82284.58226999454
719,341,4.550915820276341,0,20,1,45303.47915083844
682,995,5.6144219928508345,1,9,1,92122.34766529966
104,805,4.733986534163895,0,17,2,56519.39311401363
961,684,4.634001939468607,1,23,1,80348.40863444193
1085,860,5.699975186338021,1,6,3,94532.16990161793
706,332,5.6925746729729205,0,10,2,42026.99229094978
1473,593,4.7127332755101135,1,5,1,82969.18988654437
1981,895,5.664997401971933,0,19,1,107780.49975499132
1721,426,5.7015569806653215,1,19,1,84146.71880299394
1029,707,4.8478610700593325,1,18,2,83918.41599850262
564,205,4.132946260418343,1,11,3,46162.8118189016
1729,557,4.00316928893268,1,9,1,93248.18053368707
1615,462,5.0465849257779904,0,24,1,79020.0536734347
286,577,4.688150986740712,1,20,1,51478.128094593216
1352,404,5.994263788316732,1,21,2,84065.43775242924
397,608,5.544821999254569,1,15,1,59725.987271150894
676,812,5.522550912700825,0,19,1,65121.16619361492
1177,236,5.910485536574687,0,24,1,48632.5725232122
679,80,5.775448795786642,0,20,2,32849.827204077854
1590,309,4.636374958912778,0,7,3,77873.93064059615
1945,470,4.331974443207753,1,10,2,101963.20880029153
1321,578,5.491784530130964,1,17,3,92766.74093009332
413,600,4.756547787365746,1,5,3,64888.5182682968
370,353,4.9463453032619125,0,18,2,43101.48161501051
1706,991,5.260795462549654,0,6,1,110270.95201886483
335,993,5.815745353870481,1,6,3,79953.22702315896
198,88,4.838175507341932,1,19,1,24623.710386784736
1157,538,5.566633780438723,1,22,3,86973.19437337597
455,693,4.536679582549315,0,13,1,41772.833298696525
1027,591,5.395943581847227,1,7,1,82094.93348415958
505,719,4.003158842155823,1,8,2,71351.63023089396
1816,327,5.7430144269812695,0,19,1,85794.50831939279
849,252,4.060759159908925,0,9,3,41402.424570137475
1234,115,5.425507509525168,1,24,1,65692.90176589735
1062,157,4.092516378522568,0,24,1,49474.061169352964
833,317,4.532491398788007,1,9,1,52968.89190838517
509,271,4.994404807113106,1,14,3,48035.43872424654
1623,853,4.839877370696477,1,20,3,110728.58380225155
1573,579,4.383672229202022,1,16,3,94106.99938382271
787,139,4.6676298234184745,0,18,1,29950.57253472387
558,742,5.455412740121934,0,15,2,67939.38719833268
1727,304,5.338514185159297,0,23,3,73247.59446785286
1877,504,4.143629167527831,1,10,1,91333.05106603439
530,302,5.494631651145773,1,14,3,57143.13716716304
1736,306,4.1060917623940565,1,24,2,78819.53031039266
163,432,5.085852778199569,0,7,1,30219.750449813964
798,491,4.520125496084381,0,19,3,53678.732210973605
1651,907,5.175380255119638,1,15,3,123151.3399822499
410,648,4.522656791881804,0,6,2,57280.102982774115
390,139,5.969915939251662,0,10,3,24526.566698213515
819,798,4.619456367455063,0,21,1,65894.51768820296
810,439,4.483921271348992,0,22,1,56528.157747283105
1018,631,4.5569305818306916,1,8,2,81335.21434953774
498,93,5.7929457145185905,0,13,2,26016.066646720923
1916,761,5.272437657338689,1,14,2,111333.4327864572
884,713,5.461368194841553,0,6,1,66331.31000313978
1253,647,5.836021020188701,1,15,2,92867.67445552531
1775,68,5.823744969690015,1,15,3,84915.4099114758
1480,150,5.477891693157455,0,15,3,71252.55264054114
1739,963,4.395648857682646,1,5,1,111345.60577107938
1269,656,5.686746641350011,1,18,3,91803.47559658959
1539,815,4.407552068382127,0,5,2,100341.34270970988
360,406,5.485797628196864,1,13,3,46790.06317512784
311,591,5.371206133089749,0,5,2,42655.211599581286
1492,810,5.517777700280893,1,8,3,108803.23924493448
455,987,5.065371361427632,0,5,1,65689.26813853391
192,82,5.277452364498439,0,23,2,11421.683014392765
391,278,5.906640160868511,0,14,3,31848.73330073003
1389,573,4.20217718834843,0,19,1,81272.58420743424
1174,679,4.6176945495632395,0,24,3,81124.01420750428
293,911,5.222714026196765,1,8,1,61940.16397433847
539,204,5.928108260262979,1,24,3,44689.37060590254
61,472,4.1911488953252025,0,18,2,42439.195666636355
